address,contract_name,time_taken,true_count,false_count,success
0x000ae26329aa0c57b9badbdee2996624272905e9,TokenMintERC20Token,7187,29,259,true
0x000ae26329aa0c57b9badbdee2996624272905e9,TokenMintERC20Token,173658,142,3136,true
0x000ae26329aa0c57b9badbdee2996624272905e9,TokenMintERC20Token,223760,156,167,true
0x0043625392a133a0df4c9cfbd7b8f9ae973c101c,ArtEdu,8147,23,165,true
0x0043625392a133a0df4c9cfbd7b8f9ae973c101c,ArtEdu,364036,80,4365,true
0x0043625392a133a0df4c9cfbd7b8f9ae973c101c,ArtEdu,399875,112,469,true
0x0182c2f88461990fa276c47e8c199980d4cc2985,TheDoge,4201,10,66,true
0x0182c2f88461990fa276c47e8c199980d4cc2985,TheDoge,12459,19,138,true
0x0182c2f88461990fa276c47e8c199980d4cc2985,TheDoge,16825,21,46,true
0x02fdeea649d0291a987438fdaab5a71ed623471f,ArtDeco,3658,114,51,true
0x02fdeea649d0291a987438fdaab5a71ed623471f,ArtDeco,8897,124,10,true
0x02fdeea649d0291a987438fdaab5a71ed623471f,ArtDeco,12099,125,3,true
0x0445174b6fa65df016ac975967148d257598ee9f,wahwah,3740,114,50,true
0x0445174b6fa65df016ac975967148d257598ee9f,wahwah,8977,124,10,true
0x0445174b6fa65df016ac975967148d257598ee9f,wahwah,12125,125,4,true
0x04db919876162e249801c6c70f2beabb775bd5ea,CLOWN,3779,114,61,true
0x04db919876162e249801c6c70f2beabb775bd5ea,CLOWN,8973,127,7,true
0x04db919876162e249801c6c70f2beabb775bd5ea,CLOWN,12261,128,1,true
0x04f33d09aae7923fcd82590b1d8fef0ce41936e1,BasedPepe,3851,114,59,true
0x04f33d09aae7923fcd82590b1d8fef0ce41936e1,BasedPepe,9180,124,10,true
0x04f33d09aae7923fcd82590b1d8fef0ce41936e1,BasedPepe,12434,125,4,true
0x050d94685c6b0477e1fc555888af6e2bb8dfbda5,TokenMintERC20Token,5629,20,169,true
0x050d94685c6b0477e1fc555888af6e2bb8dfbda5,TokenMintERC20Token,75161,60,1664,true
0x050d94685c6b0477e1fc555888af6e2bb8dfbda5,TokenMintERC20Token,106155,78,477,true
0x063139aa26c2b913177fb97f1952d266b30779e7,PubgCoin,3744,114,50,true
0x063139aa26c2b913177fb97f1952d266b30779e7,PubgCoin,8993,124,10,true
0x063139aa26c2b913177fb97f1952d266b30779e7,PubgCoin,12033,125,2,true
0x0633c21a97d2f044664d39322545e90ea2880ec3,OXDEAD,5907,20,202,true
0x0633c21a97d2f044664d39322545e90ea2880ec3,OXDEAD,102265,63,2223,true
0x0633c21a97d2f044664d39322545e90ea2880ec3,OXDEAD,153263,84,91,true
0x08861e1b46d6a3d8a406a244a0d7f57a54191a26,DoKwon,3854,10,53,true
0x08861e1b46d6a3d8a406a244a0d7f57a54191a26,DoKwon,12224,19,138,true
0x08861e1b46d6a3d8a406a244a0d7f57a54191a26,DoKwon,17457,19,75,true
0x09e333e720e1bd0fe82d188d6aed36d22f96d399,StandardERC20Token,4579,31,134,true
0x09e333e720e1bd0fe82d188d6aed36d22f96d399,StandardERC20Token,11778,33,126,true
0x09e333e720e1bd0fe82d188d6aed36d22f96d399,StandardERC20Token,15614,36,58,true
0x0bca074237702acc7c8a4d6bc327a7b1409d19e2,BoneShibaInu,3951,114,60,true
0x0bca074237702acc7c8a4d6bc327a7b1409d19e2,BoneShibaInu,9076,124,10,true
0x0bca074237702acc7c8a4d6bc327a7b1409d19e2,BoneShibaInu,12167,125,2,true
0x0ca8f57032045a11b58f795c41c72701be0ca14f,TokenMintERC20Token,6079,20,202,true
0x0ca8f57032045a11b58f795c41c72701be0ca14f,TokenMintERC20Token,114472,70,2209,true
0x0ca8f57032045a11b58f795c41c72701be0ca14f,TokenMintERC20Token,174203,77,790,true
0x0db106fd8debf29c3bacf11b70c9a6656dc265b7,TokenMintERC20Token,5393,20,171,true
0x0db106fd8debf29c3bacf11b70c9a6656dc265b7,TokenMintERC20Token,87124,74,1957,true
0x0db106fd8debf29c3bacf11b70c9a6656dc265b7,TokenMintERC20Token,122804,92,1,true
0x0f5ca5f735ba1a40d67c6325c6f276a732f11baf,TokenMintERC20Token,4039,10,66,true
0x0f5ca5f735ba1a40d67c6325c6f276a732f11baf,TokenMintERC20Token,13833,19,186,true
0x0f5ca5f735ba1a40d67c6325c6f276a732f11baf,TokenMintERC20Token,20012,27,81,true
0x109898c0e492db6286feec58ee2dde6ae50ad8b8,ProofOfRyoshiRelaunch,4249,10,66,true
0x109898c0e492db6286feec58ee2dde6ae50ad8b8,ProofOfRyoshiRelaunch,13720,19,0,true
0x109898c0e492db6286feec58ee2dde6ae50ad8b8,ProofOfRyoshiRelaunch,18705,27,0,true
0x123e58a9c6978d855cfe8bd14cf6994880fa9d3d,Baller,3799,114,60,true
0x123e58a9c6978d855cfe8bd14cf6994880fa9d3d,Baller,9057,104,10,true
0x123e58a9c6978d855cfe8bd14cf6994880fa9d3d,Baller,12302,111,3,true
0x141d747c237de7bcce3f2ea776e280235e1e06e0,TokenMintERC20Token,5895,20,179,true
