address,contract_name,time_taken,true_count,false_count,success
0x000ae26329aa0c57b9badbdee2996624272905e9,TokenMintERC20Token,6524,29,259,true
0x000ae26329aa0c57b9badbdee2996624272905e9,TokenMintERC20Token,163770,126,3259,true
0x000ae26329aa0c57b9badbdee2996624272905e9,TokenMintERC20Token,196336,137,633,true
0x0043625392a133a0df4c9cfbd7b8f9ae973c101c,ArtEdu,7698,23,165,true
0x0043625392a133a0df4c9cfbd7b8f9ae973c101c,ArtEdu,335797,396,4106,true
0x0043625392a133a0df4c9cfbd7b8f9ae973c101c,ArtEdu,391857,423,628,true
0x0182c2f88461990fa276c47e8c199980d4cc2985,TheDoge,3890,10,66,true
0x0182c2f88461990fa276c47e8c199980d4cc2985,TheDoge,11777,19,147,true
0x0182c2f88461990fa276c47e8c199980d4cc2985,TheDoge,15951,19,59,true
0x02fdeea649d0291a987438fdaab5a71ed623471f,ArtDeco,4900,120,159,true
0x02fdeea649d0291a987438fdaab5a71ed623471f,ArtDeco,138352,246,2800,true
0x02fdeea649d0291a987438fdaab5a71ed623471f,ArtDeco,188069,285,719,true
0x0445174b6fa65df016ac975967148d257598ee9f,wahwah,4573,120,129,true
0x0445174b6fa65df016ac975967148d257598ee9f,wahwah,200289,268,3474,true
0x0445174b6fa65df016ac975967148d257598ee9f,wahwah,218293,298,312,true
0x04db919876162e249801c6c70f2beabb775bd5ea,CLOWN,5651,120,212,true
0x04db919876162e249801c6c70f2beabb775bd5ea,CLOWN,111573,252,2366,true
0x04db919876162e249801c6c70f2beabb775bd5ea,CLOWN,151920,277,636,true
0x04f33d09aae7923fcd82590b1d8fef0ce41936e1,BasedPepe,5278,120,182,true
0x04f33d09aae7923fcd82590b1d8fef0ce41936e1,BasedPepe,71002,236,1734,true
0x04f33d09aae7923fcd82590b1d8fef0ce41936e1,BasedPepe,96875,260,461,true
0x050d94685c6b0477e1fc555888af6e2bb8dfbda5,TokenMintERC20Token,5359,20,169,true
0x050d94685c6b0477e1fc555888af6e2bb8dfbda5,TokenMintERC20Token,71980,60,1704,true
0x050d94685c6b0477e1fc555888af6e2bb8dfbda5,TokenMintERC20Token,110792,83,633,true
0x063139aa26c2b913177fb97f1952d266b30779e7,PubgCoin,4660,120,135,true
0x063139aa26c2b913177fb97f1952d266b30779e7,PubgCoin,192581,274,3416,true
0x063139aa26c2b913177fb97f1952d266b30779e7,PubgCoin,220944,306,470,true
0x0633c21a97d2f044664d39322545e90ea2880ec3,OXDEAD,5635,20,202,true
0x0633c21a97d2f044664d39322545e90ea2880ec3,OXDEAD,95771,63,2266,true
0x0633c21a97d2f044664d39322545e90ea2880ec3,OXDEAD,133634,82,676,true
0x08861e1b46d6a3d8a406a244a0d7f57a54191a26,DoKwon,3685,10,53,true
0x08861e1b46d6a3d8a406a244a0d7f57a54191a26,DoKwon,11624,19,147,true
0x08861e1b46d6a3d8a406a244a0d7f57a54191a26,DoKwon,15461,19,51,true
0x09e333e720e1bd0fe82d188d6aed36d22f96d399,StandardERC20Token,5933,37,245,true
0x09e333e720e1bd0fe82d188d6aed36d22f96d399,StandardERC20Token,185306,121,3344,true
