address,contract_name,time_taken,true_count,false_count,success
0x000ae26329aa0c57b9badbdee2996624272905e9,TokenMintERC20Token,6526,29,259,true
0x000ae26329aa0c57b9badbdee2996624272905e9,TokenMintERC20Token,162224,143,3248,true
0x000ae26329aa0c57b9badbdee2996624272905e9,TokenMintERC20Token,217505,149,898,true
0x0043625392a133a0df4c9cfbd7b8f9ae973c101c,ArtEdu,7840,23,165,true
0x0043625392a133a0df4c9cfbd7b8f9ae973c101c,ArtEdu,344277,175,4327,true
0x0043625392a133a0df4c9cfbd7b8f9ae973c101c,ArtEdu,414453,215,846,true
0x0182c2f88461990fa276c47e8c199980d4cc2985,TheDoge,3840,10,66,true
0x0182c2f88461990fa276c47e8c199980d4cc2985,TheDoge,11743,19,147,true
0x0182c2f88461990fa276c47e8c199980d4cc2985,TheDoge,16236,19,63,true
0x02fdeea649d0291a987438fdaab5a71ed623471f,ArtDeco,3571,114,51,true
0x02fdeea649d0291a987438fdaab5a71ed623471f,ArtDeco,8635,124,20,true
0x02fdeea649d0291a987438fdaab5a71ed623471f,ArtDeco,11680,125,14,true
0x0445174b6fa65df016ac975967148d257598ee9f,wahwah,3555,114,50,true
0x0445174b6fa65df016ac975967148d257598ee9f,wahwah,8586,124,20,true
0x0445174b6fa65df016ac975967148d257598ee9f,wahwah,11620,125,15,true
0x04db919876162e249801c6c70f2beabb775bd5ea,CLOWN,3679,114,61,true
0x04db919876162e249801c6c70f2beabb775bd5ea,CLOWN,8739,127,20,true
0x04db919876162e249801c6c70f2beabb775bd5ea,CLOWN,11813,128,15,true
0x04f33d09aae7923fcd82590b1d8fef0ce41936e1,BasedPepe,3655,114,59,true
0x04f33d09aae7923fcd82590b1d8fef0ce41936e1,BasedPepe,8697,124,20,true
0x04f33d09aae7923fcd82590b1d8fef0ce41936e1,BasedPepe,11696,125,13,true
0x050d94685c6b0477e1fc555888af6e2bb8dfbda5,TokenMintERC20Token,5338,20,169,true
0x050d94685c6b0477e1fc555888af6e2bb8dfbda5,TokenMintERC20Token,71908,60,1704,true
0x050d94685c6b0477e1fc555888af6e2bb8dfbda5,TokenMintERC20Token,102068,77,544,true
0x063139aa26c2b913177fb97f1952d266b30779e7,PubgCoin,3590,114,50,true
0x063139aa26c2b913177fb97f1952d266b30779e7,PubgCoin,8626,124,20,true
0x063139aa26c2b913177fb97f1952d266b30779e7,PubgCoin,11685,125,15,true
0x0633c21a97d2f044664d39322545e90ea2880ec3,OXDEAD,5665,20,202,true
0x0633c21a97d2f044664d39322545e90ea2880ec3,OXDEAD,95097,63,2266,true
0x0633c21a97d2f044664d39322545e90ea2880ec3,OXDEAD,145214,79,806,true
0x08861e1b46d6a3d8a406a244a0d7f57a54191a26,DoKwon,3668,10,53,true
0x08861e1b46d6a3d8a406a244a0d7f57a54191a26,DoKwon,11569,19,147,true
0x08861e1b46d6a3d8a406a244a0d7f57a54191a26,DoKwon,15974,19,68,true
0x09e333e720e1bd0fe82d188d6aed36d22f96d399,StandardERC20Token,4435,31,134,true
0x09e333e720e1bd0fe82d188d6aed36d22f96d399,StandardERC20Token,11097,33,128,true
0x09e333e720e1bd0fe82d188d6aed36d22f96d399,StandardERC20Token,15101,35,73,true
0x0bca074237702acc7c8a4d6bc327a7b1409d19e2,BoneShibaInu,3687,114,60,true
0x0bca074237702acc7c8a4d6bc327a7b1409d19e2,BoneShibaInu,8656,124,20,true
0x0bca074237702acc7c8a4d6bc327a7b1409d19e2,BoneShibaInu,11730,125,15,true
0x0ca8f57032045a11b58f795c41c72701be0ca14f,TokenMintERC20Token,5859,20,202,true
0x0ca8f57032045a11b58f795c41c72701be0ca14f,TokenMintERC20Token,105171,70,2259,true
0x0ca8f57032045a11b58f795c41c72701be0ca14f,TokenMintERC20Token,160027,96,796,true
0x0db106fd8debf29c3bacf11b70c9a6656dc265b7,TokenMintERC20Token,5210,20,171,true
0x0db106fd8debf29c3bacf11b70c9a6656dc265b7,TokenMintERC20Token,83079,74,2011,true
0x0db106fd8debf29c3bacf11b70c9a6656dc265b7,TokenMintERC20Token,115903,91,591,true
