address,contract_name,time_taken,true_count,false_count,success
0x76e422de0ce8842ebe837bc7ab6984b4fff88055,EXODUS2,4181,3,19,true
0x76e422de0ce8842ebe837bc7ab6984b4fff88055,EXODUS2,56002,6,18,true
0x76e422de0ce8842ebe837bc7ab6984b4fff88055,EXODUS2,59150,7,10,true
0x76e422de0ce8842ebe837bc7ab6984b4fff88055,EXODUS2,62056,7,1,true
0x6ca044fb1cd505c1db4ef7332e73a236ad6cb71c,DotComSeance,4134,1,5,true
0x6ca044fb1cd505c1db4ef7332e73a236ad6cb71c,DotComSeance,47459,1,3,true
0x6ca044fb1cd505c1db4ef7332e73a236ad6cb71c,DotComSeance,50952,1,2,true
0x6ca044fb1cd505c1db4ef7332e73a236ad6cb71c,DotComSeance,54370,1,1,true
0x2a378c8d96e7d994fb9bec6adb7c6af2fe772c3b,ERC721FullMock,4341,2,17,true
0x2a378c8d96e7d994fb9bec6adb7c6af2fe772c3b,ERC721FullMock,47147,2,3,true
0x2a378c8d96e7d994fb9bec6adb7c6af2fe772c3b,ERC721FullMock,50326,2,2,true
0x2a378c8d96e7d994fb9bec6adb7c6af2fe772c3b,ERC721FullMock,53554,2,1,true
0x4e5377b725fbb319c1e0ccd06b382772839ababa,FFFVehicle_All,21481,1,6,true
0x4e5377b725fbb319c1e0ccd06b382772839ababa,FFFVehicle_All,65041,1,6,true
0xb7ec7bbd2d2193b47027247fc666fb342d23c4b5,mirageCurated,202520,1,13,true
0xb7ec7bbd2d2193b47027247fc666fb342d23c4b5,mirageCurated,245583,1,3,true
0xb7ec7bbd2d2193b47027247fc666fb342d23c4b5,mirageCurated,250035,1,2,true
0xb7ec7bbd2d2193b47027247fc666fb342d23c4b5,mirageCurated,254393,1,1,true
0x6e6f3ebae77b2d9c78d4be9cf14ac7404b35861a,NFTImplementation,7424,9,22,true
0x6e6f3ebae77b2d9c78d4be9cf14ac7404b35861a,NFTImplementation,16406,9,3,true
0x6e6f3ebae77b2d9c78d4be9cf14ac7404b35861a,NFTImplementation,21859,9,2,true
0x6e6f3ebae77b2d9c78d4be9cf14ac7404b35861a,NFTImplementation,27261,9,1,true
0xd5500f15abdab81f4ede3a30a215964a4068a4b7,Colexion,9109,1,0,true
0xd5500f15abdab81f4ede3a30a215964a4068a4b7,Colexion,51602,1,0,true
0xf980759616a795b2d692a5c0a0f1bad651984bc1,SomniumSpaceWorld,4119,3,21,true
0xf980759616a795b2d692a5c0a0f1bad651984bc1,SomniumSpaceWorld,46812,6,21,true
0xf980759616a795b2d692a5c0a0f1bad651984bc1,SomniumSpaceWorld,50291,7,12,true
0xf980759616a795b2d692a5c0a0f1bad651984bc1,SomniumSpaceWorld,53481,7,1,true
0xdce09254dd3592381b6a5b7a848b29890b656e01,Folia,10691,1,13,true
0xdce09254dd3592381b6a5b7a848b29890b656e01,Folia,53464,1,3,true
0xdce09254dd3592381b6a5b7a848b29890b656e01,Folia,57681,1,2,true
0xdce09254dd3592381b6a5b7a848b29890b656e01,Folia,61911,1,1,true
